pay_type,paperless_billing,payment_method,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target,type_serves,lifetime,renewals_count,months_until_payment,monthly_diff_percent,num_options
Month-to-month,Yes,Credit card (automatic),63.95,332.54,No,No,Yes,Yes,Yes,No,Male,0,No,No,No,0,combo_dsl,153,5,0,4.0,3
One year,Yes,Bank transfer (automatic),65.35,1254.07,No,Yes,No,Yes,No,Yes,Male,0,No,No,No,0,combo_dsl,580,1,5,0.99,3
Two year,No,Mailed check,50.2,2610.4,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0,internet_dsl,1584,2,20,0.0,4
Two year,Yes,Bank transfer (automatic),63.8,4593.6,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0,internet_dsl,2191,3,0,0.0,6
Two year,Yes,Bank transfer (automatic),20.05,699.34,No,No,No,No,No,No,Male,0,No,No,No,0,phone,975,1,16,8.98,0
Month-to-month,No,Electronic check,101.15,910.35,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,0,combo_optic,276,9,0,0.0,4
One year,No,Mailed check,65.0,2665.0,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,0,combo_dsl,1248,3,7,0.0,3
Month-to-month,Yes,Mailed check,19.25,104.91,No,No,No,No,No,No,Male,0,No,No,No,0,phone,153,5,0,8.99,0
One year,Yes,Mailed check,36.05,428.27,Yes,No,No,Yes,No,No,Female,0,No,Yes,No,0,internet_dsl,337,0,1,7.99,2
Month-to-month,Yes,Electronic check,96.1,199.89,No,No,No,Yes,Yes,Yes,Male,0,No,No,No,1,combo_optic,61,2,0,4.0,3
One year,No,Mailed check,19.05,304.8,No,No,No,No,No,No,Female,0,No,No,No,0,phone,488,1,8,0.0,0
One year,No,Bank transfer (automatic),105.75,7508.25,No,Yes,No,Yes,Yes,Yes,Male,1,No,No,Yes,0,combo_optic,2163,5,1,0.0,5
One year,Yes,Credit card (automatic),40.4,457.73,No,Yes,Yes,Yes,No,No,Female,0,No,No,No,0,internet_dsl,337,0,1,3.0,3
Month-to-month,Yes,Electronic check,99.15,1649.86,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,1,combo_optic,487,16,0,4.0,4
One year,Yes,Bank transfer (automatic),84.8,6020.8,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0,combo_dsl,2163,5,1,0.0,6
Month-to-month,No,Mailed check,19.85,178.65,No,No,No,No,No,No,Male,0,No,No,No,0,phone,276,9,0,0.0,0
Month-to-month,Yes,Electronic check,49.45,296.7,Yes,No,No,No,No,No,Female,0,No,No,No,0,combo_dsl,184,6,0,0.0,1
Month-to-month,Yes,Bank transfer (automatic),88.8,2397.6,No,No,No,No,Yes,Yes,Female,0,No,No,No,0,combo_optic,822,27,0,0.0,2
Month-to-month,No,Mailed check,55.15,330.9,Yes,Yes,No,No,No,No,Female,0,No,No,No,0,combo_dsl,184,6,0,0.0,2
Month-to-month,No,Electronic check,84.8,942.13,No,No,Yes,No,No,Yes,Male,0,No,No,No,0,combo_optic,337,11,0,1.0,2
Month-to-month,Yes,Electronic check,80.55,402.75,No,No,No,No,Yes,No,Male,0,Yes,No,No,0,combo_optic,153,5,0,0.0,1
Two year,Yes,Bank transfer (automatic),20.15,987.35,No,No,No,No,No,No,Female,0,Yes,No,No,0,phone,1492,2,23,0.0,0
Month-to-month,Yes,Credit card (automatic),58.7,176.1,No,Yes,No,No,Yes,No,Female,0,Yes,Yes,No,0,combo_dsl,92,3,0,0.0,2
Two year,No,Mailed check,99.5,5695.38,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,0,combo_optic,1614,2,19,8.0,5
Month-to-month,Yes,Electronic check,99.85,2699.94,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0,combo_optic,792,26,0,4.0,4
Month-to-month,No,Electronic check,45.35,242.62,No,No,No,No,No,No,Male,0,No,No,No,0,combo_dsl,153,5,0,6.99,0
Month-to-month,Yes,Mailed check,48.55,242.75,Yes,No,No,No,No,No,Male,0,No,No,No,0,combo_dsl,153,5,0,0.0,1
Two year,Yes,Mailed check,26.4,79.2,No,No,No,No,No,No,Male,0,No,Yes,Yes,0,phone,92,0,21,0.0,1
Month-to-month,Yes,Electronic check,100.2,3707.4,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,Yes,1,combo_optic,1127,37,0,0.0,4
Month-to-month,Yes,Electronic check,94.7,911.96,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,0,combo_optic,276,9,0,7.0,3
One year,Yes,Electronic check,97.65,3808.35,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1,combo_optic,1187,3,9,0.0,4
One year,No,Electronic check,100.0,1900.0,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1,combo_optic,577,1,5,0.0,4
Month-to-month,Yes,Electronic check,70.1,140.2,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,62,2,0,0.0,0
Month-to-month,Yes,Electronic check,97.9,685.3,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,0,combo_optic,215,7,0,0.0,4
One year,No,Bank transfer (automatic),102.5,6273.0,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,1826,5,0,2.0,5
Month-to-month,No,Electronic check,69.95,489.65,No,No,No,No,No,No,Female,0,Yes,No,No,0,combo_optic,215,7,0,0.0,0
Month-to-month,Yes,Electronic check,81.35,328.65,No,Yes,No,No,No,No,Male,1,No,No,Yes,0,combo_optic,123,4,0,1.0,2
One year,Yes,Credit card (automatic),66.05,2721.26,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,1,combo_dsl,1219,3,8,3.0,4
Two year,Yes,Credit card (automatic),61.2,4406.4,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0,internet_dsl,2191,3,0,0.0,5
Two year,No,Bank transfer (automatic),74.4,5356.8,Yes,Yes,Yes,Yes,Yes,No,Male,1,Yes,No,No,0,combo_dsl,2191,3,0,0.0,5
Month-to-month,Yes,Electronic check,106.3,3826.8,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1,combo_optic,1095,36,0,0.0,5
Two year,No,Bank transfer (automatic),39.6,2376.0,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,0,internet_dsl,1826,2,0,0.0,3
Month-to-month,No,Electronic check,89.3,750.12,No,No,No,No,Yes,Yes,Female,0,No,No,No,0,combo_optic,245,8,0,4.99,2
Two year,Yes,Credit card (automatic),108.9,5209.78,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,1401,1,2,4.0,6
Month-to-month,No,Mailed check,19.9,298.5,No,No,No,No,No,No,Female,0,No,No,No,0,phone,457,15,0,0.0,0
Month-to-month,Yes,Credit card (automatic),102.1,4084.0,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1,combo_optic,1216,40,0,0.0,5
Two year,No,Credit card (automatic),19.6,450.8,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,702,0,1,0.0,0
Month-to-month,Yes,Electronic check,98.9,3665.23,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,No,0,combo_optic,1036,34,0,9.0,4
Month-to-month,Yes,Bank transfer (automatic),45.9,504.9,No,No,No,No,No,No,Male,0,Yes,No,No,0,combo_dsl,337,11,0,0.0,0
Two year,Yes,Bank transfer (automatic),99.9,5818.18,No,Yes,Yes,Yes,Yes,No,Female,1,No,No,Yes,0,combo_optic,1706,2,16,4.0,5
Month-to-month,No,Credit card (automatic),20.05,536.34,No,No,No,No,No,No,Female,0,No,Yes,No,0,phone,761,25,0,6.98,0
Two year,No,Credit card (automatic),64.35,4769.62,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,0,internet_dsl,2071,2,4,9.0,6
Two year,No,Credit card (automatic),19.65,786.0,No,No,No,No,No,No,Female,0,No,No,No,0,phone,1218,1,8,0.0,0
Month-to-month,Yes,Electronic check,84.9,3056.4,No,No,No,No,No,Yes,Male,0,No,No,Yes,1,combo_optic,1095,36,0,0.0,2
Month-to-month,Yes,Credit card (automatic),108.15,2474.47,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,1,combo_optic,671,22,0,4.0,6
Two year,No,Bank transfer (automatic),86.85,6166.35,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,2163,2,1,0.0,7
Month-to-month,Yes,Electronic check,102.55,1813.08,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,518,17,0,4.0,5
Month-to-month,No,Electronic check,78.2,1407.6,No,No,Yes,Yes,No,No,Male,0,Yes,No,No,0,combo_optic,549,18,0,0.0,2
Month-to-month,No,Bank transfer (automatic),91.2,3374.4,Yes,Yes,Yes,No,No,No,Female,0,No,No,Yes,0,combo_optic,1126,37,0,0.0,4
Month-to-month,No,Mailed check,19.35,38.7,No,No,No,No,No,No,Male,0,No,No,No,0,phone,62,2,0,0.0,0
One year,Yes,Bank transfer (automatic),70.4,1990.91,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,combo_optic,853,2,8,0.99,0
One year,No,Mailed check,39.55,355.95,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,0,internet_dsl,276,0,3,0.0,3
Month-to-month,No,Electronic check,50.15,50.15,Yes,No,No,No,No,No,Female,0,No,No,No,0,combo_dsl,31,1,0,0.0,1
Two year,Yes,Credit card (automatic),20.4,1037.95,No,No,No,No,No,No,Male,0,Yes,No,No,1,phone,1461,2,0,5.98,0
Month-to-month,No,Electronic check,44.6,141.83,No,No,No,No,No,No,Female,0,No,No,No,0,combo_dsl,92,3,0,6.01,0
Month-to-month,Yes,Electronic check,34.7,104.1,No,No,No,No,Yes,No,Female,0,No,No,No,0,internet_dsl,92,3,0,0.0,1
Month-to-month,Yes,Electronic check,93.6,2152.8,Yes,No,No,No,Yes,Yes,Male,0,Yes,No,No,1,combo_optic,699,23,0,0.0,3
Month-to-month,Yes,Electronic check,90.6,815.4,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,1,combo_optic,273,9,0,0.0,3
Month-to-month,Yes,Mailed check,57.95,1376.89,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0,combo_dsl,671,22,0,8.01,3
Two year,No,Credit card (automatic),112.1,8151.91,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,2191,3,0,1.0,7
Month-to-month,No,Electronic check,88.25,1765.0,No,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0,combo_optic,610,20,0,0.0,3
Month-to-month,No,Electronic check,85.8,363.79,No,No,No,Yes,No,Yes,Female,0,No,No,No,0,combo_optic,123,4,0,6.0,2
One year,No,Credit card (automatic),60.3,663.3,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,1,combo_dsl,337,0,1,0.0,3
Two year,No,Credit card (automatic),81.35,5330.05,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,1,combo_dsl,1918,2,9,4.0,5
One year,Yes,Electronic check,99.85,3462.8,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0,combo_optic,1036,2,2,2.0,4
Month-to-month,No,Credit card (automatic),20.0,200.0,No,No,No,No,No,No,Male,0,No,No,No,0,phone,306,10,0,0.0,0
Two year,Yes,Credit card (automatic),85.35,4701.08,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,1,combo_dsl,1645,2,18,2.0,6
One year,No,Credit card (automatic),62.05,2730.2,Yes,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,0,internet_dsl,1218,3,8,10.01,5
Month-to-month,No,Credit card (automatic),64.4,837.2,Yes,No,Yes,No,No,Yes,Male,0,No,No,No,1,combo_dsl,395,13,0,0.0,3
Two year,No,Mailed check,19.4,892.4,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,1401,1,2,0.0,0
Month-to-month,Yes,Electronic check,74.4,315.46,Yes,No,No,No,No,No,Female,0,Yes,No,No,0,combo_optic,123,4,0,5.99,1
Month-to-month,Yes,Mailed check,70.45,281.8,No,No,No,No,No,No,Female,1,Yes,No,No,0,combo_optic,123,4,0,0.0,0
Two year,Yes,Credit card (automatic),105.0,7560.0,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,2191,3,0,0.0,5
Two year,No,Credit card (automatic),25.15,1760.5,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,phone,2132,2,2,0.0,1
Month-to-month,No,Mailed check,19.3,40.14,No,No,No,No,No,No,Female,0,No,No,No,0,phone,62,2,0,3.99,0
Month-to-month,Yes,Bank transfer (automatic),55.3,1335.49,No,Yes,No,Yes,No,No,Male,0,No,Yes,No,0,combo_dsl,702,23,0,4.99,2
Month-to-month,Yes,Electronic check,95.4,3537.43,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,1095,36,0,3.0,3
Month-to-month,Yes,Bank transfer (automatic),93.85,3648.89,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,1,combo_optic,1096,36,0,8.0,3
Two year,No,Bank transfer (automatic),20.5,1400.97,No,No,No,No,No,No,Male,0,No,No,No,0,phone,2041,2,5,2.0,0
Two year,Yes,Bank transfer (automatic),105.55,7599.6,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_optic,2191,3,0,0.0,5
Month-to-month,Yes,Bank transfer (automatic),101.9,1994.18,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1,combo_optic,577,19,0,3.0,5
Two year,No,Bank transfer (automatic),24.45,784.85,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,1,phone,912,1,18,6.99,1
Two year,No,Credit card (automatic),19.7,1460.95,No,No,No,No,No,No,Male,0,Yes,No,No,0,phone,2191,3,0,2.99,0
Month-to-month,Yes,Electronic check,74.4,372.0,No,No,No,No,No,No,Male,0,No,No,Yes,0,combo_optic,153,5,0,0.0,1
One year,Yes,Credit card (automatic),101.5,2030.0,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,Yes,1,combo_optic,611,1,4,0.0,4
Month-to-month,Yes,Electronic check,95.75,5676.06,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,1,combo_optic,1735,57,0,4.0,4
One year,Yes,Credit card (automatic),110.65,4063.07,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1,combo_optic,1037,2,2,8.0,6
Month-to-month,Yes,Bank transfer (automatic),83.85,2599.35,No,Yes,No,No,No,Yes,Female,0,Yes,No,No,0,combo_optic,945,31,0,0.0,2
Month-to-month,Yes,Electronic check,60.25,180.75,No,No,No,No,Yes,No,Female,0,No,No,Yes,0,combo_dsl,92,3,0,0.0,2
Two year,Yes,Electronic check,59.2,3451.36,Yes,No,Yes,Yes,No,No,Male,0,No,No,No,0,combo_dsl,1676,2,17,6.0,3
Month-to-month,No,Mailed check,44.4,228.66,No,No,No,No,No,No,Female,0,No,No,No,0,combo_dsl,153,5,0,3.0,0
Month-to-month,Yes,Credit card (automatic),85.3,4179.7,No,Yes,No,No,Yes,No,Male,0,Yes,No,No,0,combo_optic,1492,49,0,0.0,2
Month-to-month,No,Mailed check,25.5,306.0,No,No,No,No,No,No,Male,0,No,Yes,No,0,internet_dsl,365,12,0,0.0,0
Month-to-month,Yes,Electronic check,99.75,3890.25,No,No,Yes,No,Yes,Yes,Female,1,No,No,Yes,0,combo_optic,1187,39,0,0.0,4
Two year,Yes,Credit card (automatic),66.1,4493.48,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,0,combo_dsl,2010,2,6,3.0,4
One year,No,Mailed check,20.55,320.58,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,457,1,9,3.99,0
One year,Yes,Electronic check,98.85,5041.35,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,1553,4,9,0.0,4
Month-to-month,No,Mailed check,49.2,478.22,No,No,No,Yes,No,No,Male,1,No,No,No,0,combo_dsl,276,9,0,8.01,1
Month-to-month,No,Mailed check,20.9,62.7,No,No,No,No,No,No,Female,0,No,No,No,0,phone,92,3,0,0.0,0
One year,Yes,Bank transfer (automatic),19.5,492.38,No,No,No,No,No,No,Male,0,No,No,No,0,phone,761,2,11,1.03,0
Month-to-month,Yes,Bank transfer (automatic),87.0,2009.7,No,No,Yes,No,Yes,No,Male,0,Yes,No,No,0,combo_optic,671,22,0,5.0,2
Month-to-month,Yes,Electronic check,49.0,779.1,No,No,No,No,No,No,Male,0,No,No,Yes,0,combo_dsl,457,15,0,6.0,1
One year,Yes,Bank transfer (automatic),90.1,2703.0,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,No,1,combo_optic,913,2,6,0.0,2
Month-to-month,No,Mailed check,90.7,272.1,No,No,No,No,Yes,Yes,Male,0,No,No,No,0,combo_optic,92,3,0,0.0,2
Month-to-month,Yes,Electronic check,100.5,4723.5,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,1432,47,0,0.0,4
Two year,Yes,Mailed check,85.25,6282.93,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0,combo_dsl,2041,2,5,10.01,6
Month-to-month,Yes,Electronic check,74.7,1344.6,No,Yes,No,No,No,No,Female,1,No,No,No,0,combo_optic,549,18,0,0.0,1
Two year,Yes,Credit card (automatic),60.15,4064.94,No,Yes,Yes,Yes,No,No,Male,0,Yes,No,No,0,combo_dsl,1888,2,10,8.99,3
One year,Yes,Electronic check,80.55,3302.55,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0,combo_dsl,1248,3,7,0.0,5
Month-to-month,Yes,Mailed check,50.15,2206.6,No,No,No,No,No,No,Female,0,No,No,Yes,0,combo_dsl,1340,44,0,0.0,1
One year,Yes,Credit card (automatic),94.45,5256.14,No,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,0,combo_optic,1614,4,7,5.0,4
Two year,Yes,Mailed check,20.05,981.65,No,No,No,No,No,No,Male,0,Yes,No,No,0,phone,1461,2,0,2.0,0
One year,Yes,Bank transfer (automatic),115.6,6242.4,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0,combo_optic,1645,4,6,0.0,7
Month-to-month,Yes,Bank transfer (automatic),45.3,2265.0,Yes,No,Yes,No,No,Yes,Female,0,Yes,No,No,1,internet_dsl,1522,50,0,0.0,3
Month-to-month,Yes,Bank transfer (automatic),99.65,2606.84,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,0,combo_optic,730,24,0,9.0,4
Two year,No,Bank transfer (automatic),80.6,2659.8,No,Yes,No,Yes,No,No,Male,0,No,No,No,0,combo_optic,1006,1,15,0.0,2
Two year,No,Electronic check,85.25,5682.77,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_dsl,2010,2,6,1.0,6
Month-to-month,Yes,Electronic check,69.55,214.91,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,combo_optic,92,3,0,3.01,0
Two year,No,Mailed check,35.4,460.2,No,No,Yes,Yes,No,No,Female,0,No,No,No,0,internet_dsl,396,0,11,0.0,2
Two year,No,Credit card (automatic),83.5,5260.5,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,1918,2,9,0.0,6
Month-to-month,No,Electronic check,83.8,2330.48,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0,combo_optic,822,27,0,3.0,3
Two year,No,Credit card (automatic),25.6,1344.51,No,No,No,No,No,No,Male,0,No,Yes,Yes,0,phone,1584,2,20,1.02,1
Month-to-month,Yes,Credit card (automatic),20.75,62.25,No,No,No,No,No,No,Male,0,No,No,No,0,phone,92,3,0,0.0,0
Month-to-month,Yes,Bank transfer (automatic),56.75,567.5,No,No,No,No,No,Yes,Male,0,No,No,No,0,combo_dsl,306,10,0,0.0,1
Two year,No,Bank transfer (automatic),20.1,1534.03,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,2191,3,0,6.02,0
Month-to-month,Yes,Credit card (automatic),98.8,2865.2,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0,combo_optic,883,29,0,0.0,4
One year,Yes,Electronic check,104.85,6291.0,Yes,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1,combo_optic,1826,5,0,0.0,5
One year,Yes,Electronic check,73.0,2555.0,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1,combo_dsl,1064,2,1,0.0,4
Month-to-month,Yes,Electronic check,77.85,2715.41,No,Yes,No,No,No,No,Male,0,No,No,Yes,1,combo_optic,975,32,0,9.0,2
Two year,Yes,Electronic check,105.45,3015.87,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,Yes,No,0,combo_optic,792,1,22,10.0,5
Month-to-month,Yes,Electronic check,96.8,1986.34,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0,combo_optic,580,19,0,8.0,3
Two year,No,Credit card (automatic),24.25,1868.22,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0,phone,2191,3,0,7.01,1
One year,Yes,Bank transfer (automatic),102.15,4596.75,No,No,Yes,No,Yes,Yes,Female,1,No,No,Yes,0,combo_optic,1371,3,3,0.0,4
One year,Yes,Bank transfer (automatic),64.85,2261.97,No,No,No,No,Yes,Yes,Male,0,No,No,No,0,combo_dsl,975,2,4,9.01,2
Month-to-month,Yes,Bank transfer (automatic),25.25,1107.72,No,No,No,No,No,No,Male,0,No,No,Yes,0,phone,1248,41,0,7.01,1
Two year,No,Credit card (automatic),24.75,1737.45,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,phone,1979,2,7,8.0,1
Month-to-month,Yes,Electronic check,96.75,4429.22,Yes,Yes,No,No,Yes,No,Male,0,Yes,No,Yes,1,combo_optic,1280,42,0,9.0,4
Two year,No,Mailed check,19.65,216.15,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,337,0,13,0.0,0
Two year,Yes,Bank transfer (automatic),74.45,3648.05,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0,combo_dsl,1492,2,23,0.0,4
Month-to-month,No,Bank transfer (automatic),99.4,6487.84,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,0,combo_optic,1857,61,0,7.0,5
Month-to-month,Yes,Mailed check,19.15,502.69,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,761,25,0,5.01,0
Month-to-month,Yes,Electronic check,69.5,278.0,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,123,4,0,0.0,0
One year,Yes,Electronic check,49.45,1182.84,No,No,No,Yes,No,No,Female,0,No,Yes,No,0,combo_dsl,702,1,1,4.0,1
Month-to-month,Yes,Electronic check,73.7,1640.56,No,No,No,No,No,No,Male,0,No,No,Yes,0,combo_optic,641,21,0,6.0,1
Month-to-month,Yes,Electronic check,79.7,321.99,No,No,No,No,No,Yes,Female,0,No,No,No,0,combo_optic,123,4,0,1.0,1
Month-to-month,Yes,Bank transfer (automatic),79.9,755.06,No,No,Yes,No,No,No,Male,1,Yes,No,Yes,0,combo_optic,276,9,0,5.01,2
One year,No,Bank transfer (automatic),74.4,1928.45,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,No,0,combo_dsl,730,2,0,8.0,4
Month-to-month,No,Credit card (automatic),88.3,2472.4,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,0,combo_optic,853,28,0,0.0,3
Two year,No,Bank transfer (automatic),19.8,1524.6,No,No,No,No,No,No,Female,0,Yes,No,No,0,phone,2132,2,2,10.0,0
Month-to-month,Yes,Credit card (automatic),75.55,652.75,No,No,Yes,No,No,No,Female,1,No,No,No,0,combo_optic,245,8,0,7.99,1
Two year,Yes,Mailed check,20.2,929.2,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1401,1,2,0.0,0
Month-to-month,Yes,Electronic check,71.65,143.3,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,combo_optic,62,2,0,0.0,0
Two year,Yes,Bank transfer (automatic),20.1,1248.81,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,1737,2,15,9.0,0
Month-to-month,No,Mailed check,71.1,213.3,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,92,3,0,0.0,0
One year,Yes,Credit card (automatic),100.5,6030.0,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0,combo_optic,1826,5,0,0.0,4
Two year,Yes,Credit card (automatic),62.8,2323.6,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0,combo_dsl,1126,1,11,0.0,4
Month-to-month,Yes,Mailed check,70.45,211.35,No,No,No,No,No,No,Male,0,No,Yes,No,0,combo_optic,92,3,0,0.0,0
One year,No,Bank transfer (automatic),100.35,2809.8,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0,combo_optic,853,2,8,0.0,4
Month-to-month,Yes,Mailed check,20.3,506.69,No,No,No,No,No,No,Female,1,No,No,No,0,phone,730,24,0,3.99,0
One year,Yes,Electronic check,92.05,5707.1,Yes,Yes,Yes,No,No,No,Female,0,No,No,Yes,0,combo_optic,1888,5,10,0.0,4
One year,No,Bank transfer (automatic),20.15,398.16,No,No,No,No,No,No,Female,0,No,Yes,No,0,phone,580,1,5,4.02,0
Month-to-month,No,Electronic check,54.2,334.96,Yes,No,No,Yes,No,No,Female,0,No,No,No,0,combo_dsl,184,6,0,3.01,2
Month-to-month,No,Mailed check,20.35,407.0,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,610,20,0,0.0,0
Month-to-month,No,Mailed check,70.75,283.0,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,123,4,0,0.0,0
One year,Yes,Bank transfer (automatic),102.35,4122.66,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,0,combo_optic,1157,3,10,6.0,4
Month-to-month,Yes,Electronic check,50.5,2626.0,No,Yes,Yes,Yes,Yes,No,Female,1,No,No,No,0,internet_dsl,1584,52,0,0.0,4
Month-to-month,Yes,Electronic check,85.0,2805.0,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,0,combo_optic,1006,33,0,0.0,2
Two year,No,Bank transfer (automatic),42.1,3304.01,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,0,internet_dsl,2191,3,0,9.0,3
Month-to-month,No,Electronic check,75.65,1295.13,No,No,No,No,No,No,Male,1,No,No,Yes,0,combo_optic,488,16,0,7.01,1
Two year,Yes,Electronic check,114.6,8182.44,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,0,combo_optic,2132,2,2,2.0,7
Two year,No,Bank transfer (automatic),65.7,4336.2,Yes,Yes,No,Yes,No,No,Male,0,No,Yes,Yes,0,combo_dsl,2010,2,6,0.0,4
Month-to-month,Yes,Electronic check,74.0,4110.7,No,No,No,No,No,No,Male,1,Yes,No,Yes,0,combo_optic,1676,55,0,1.0,1
Month-to-month,Yes,Electronic check,85.45,4870.65,No,Yes,Yes,No,No,No,Female,1,Yes,No,Yes,0,combo_optic,1737,57,0,0.0,3
One year,Yes,Credit card (automatic),71.1,2465.75,No,Yes,Yes,No,Yes,No,Male,1,Yes,No,Yes,1,combo_dsl,1035,2,2,2.0,4
Two year,Yes,Electronic check,109.55,7887.6,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,2191,3,0,0.0,6
